09 40 46.0980	-5756029.090	-136762.372	-2727465.155	4804171.985	-3173406.115	-2727465.155
09 50 47.7407	-5756029.090	-136762.372	-2727465.155	4938375.185	-2960240.760	-2727465.155
10 00 49.3835	-5756029.090	-136762.372	-2727465.155	5063126.370	-2741409.526	-2727465.155
10 10 51.0262	-5756029.090	-136762.372	-2727465.155	5178186.767	-2517331.253	-2727465.155
10 20 52.6690	-5756029.090	-136762.372	-2727465.155	5283336.150	-2288434.826	-2727465.155
10 30 54.3117	-5756029.090	-136762.372	-2727465.155	5378373.266	-2055158.350	-2727465.155
10 40 55.9545	-5756029.090	-136762.372	-2727465.155	5463116.212	-1817948.316	-2727465.155
10 50 57.5972	-5756029.090	-136762.372	-2727465.155	5537402.793	-1577258.742	-2727465.155
11 00 59.2400	-5756029.090	-136762.372	-2727465.155	5601090.824	-1333550.305	-2727465.155
11 11 0.8827	-5756029.090	-136762.372	-2727465.155	5654058.406	-1087289.463	-2727465.155
11 21 2.5255	-5756029.090	-136762.372	-2727465.155	5696204.160	-838947.556	-2727465.155
11 31 4.1682	-5756029.090	-136762.372	-2727465.155	5727447.419	-588999.910	-2727465.155
11 41 5.8109	-5756029.090	-136762.372	-2727465.155	5747728.384	-337924.921	-2727465.155
11 51 7.4537	-5756029.090	-136762.372	-2727465.155	5757008.238	-86203.147	-2727465.155
12 01 9.0964	-5756029.090	-136762.372	-2727465.155	5755269.218	165683.619	-2727465.155
12 11 10.7392	-5756029.090	-136762.372	-2727465.155	5742514.653	417253.268	-2727465.155
12 21 12.3819	-5756029.090	-136762.372	-2727465.155	5718768.956	668024.297	-2727465.155
12 31 14.0247	-5756029.090	-136762.372	-2727465.155	5684077.575	917516.733	-2727465.155
12 41 15.6674	-5756029.090	-136762.372	-2727465.155	5638506.909	1165253.048	-2727465.155
12 51 17.3102	-5756029.090	-136762.372	-2727465.155	5582144.181	1410759.076	-2727465.155
13 01 18.9529	-5756029.090	-136762.372	-2727465.155	5515097.268	1653564.922	-2727465.155
13 11 20.5957	-5756029.090	-136762.372	-2727465.155	5437494.498	1893205.856	-2727465.155
13 21 22.2384	-5756029.090	-136762.372	-2727465.155	5349484.402	2129223.208	-2727465.155
13 31 23.8811	-5756029.090	-136762.372	-2727465.155	5251235.429	2361165.241	-2727465.155
13 41 25.5239	-5756029.090	-136762.372	-2727465.155	5142935.630	2588588.021	-2727465.155
13 51 27.1666	-5756029.090	-136762.372	-2727465.155	5024792.287	2811056.261	-2727465.155
14 01 28.8094	-5756029.090	-136762.372	-2727465.155	4897031.528	3028144.159	-2727465.155
14 11 30.4521	-5756029.090	-136762.372	-2727465.155	4759897.884	3239436.211	-2727465.155
14 21 32.0949	-5756029.090	-136762.372	-2727465.155	4613653.830	3444528.004	-2727465.155
14 31 33.7376	-5756029.090	-136762.372	-2727465.155	4458579.274	3643026.995	-2727465.155
14 41 35.3804	-5756029.090	-136762.372	-2727465.155	4294971.029	3834553.258	-2727465.155
14 51 37.0231	-5756029.090	-136762.372	-2727465.155	4123142.240	4018740.213	-2727465.155
15 01 38.6659	-5756029.090	-136762.372	-2727465.155	3943421.785	4195235.328	-2727465.155
15 11 40.3086	-5756029.090	-136762.372	-2727465.155	3756153.649	4363700.791	-2727465.155
15 21 41.9514	-5756029.090	-136762.372	-2727465.155	3561696.261	4523814.162	-2727465.155
15 31 43.5941	-5756029.090	-136762.372	-2727465.155	3360421.811	4675268.985	-2727465.155
15 41 45.2368	-5756029.090	-136762.372	-2727465.155	3152715.538	4817775.375	-2727465.155
15 51 46.8796	-5756029.090	-136762.372	-2727465.155	2938974.990	4951060.578	-2727465.155
16 01 48.5223	-5756029.090	-136762.372	-2727465.155	2719609.263	5074869.485	-2727465.155
16 11 50.1651	-5756029.090	-136762.372	-2727465.155	2495038.224	5188965.127	-2727465.155
16 21 51.8078	-5756029.090	-136762.372	-2727465.155	2265691.700	5293129.127	-2727465.155
16 31 53.4506	-5756029.090	-136762.372	-2727465.155	2032008.657	5387162.115	-2727465.155
16 41 55.0933	-5756029.090	-136762.372	-2727465.155	1794436.364	5470884.112	-2727465.155
16 51 56.7361	-5756029.090	-136762.372	-2727465.155	1553429.532	5544134.876	-2727465.155
17 01 58.3788	-5756029.090	-136762.372	-2727465.155	1309449.447	5606774.204	-2727465.155
17 12 0.0216	-5756029.090	-136762.372	-2727465.155	1062963.085	5658682.206	-2727465.155
17 22 1.6643	-5756029.090	-136762.372	-2727465.155	814442.220	5699759.530	-2727465.155
17 32 3.3070	-5756029.090	-136762.372	-2727465.155	564362.517	5729927.555	-2727465.155
17 42 4.9498	-5756029.090	-136762.372	-2727465.155	313202.629	5749128.538	-2727465.155
17 52 6.5925	-5756029.090	-136762.372	-2727465.155	61443.273	5757325.729	-2727465.155
18 02 8.2353	-5756029.090	-136762.372	-2727465.155	-190433.685	5754503.440	-2727465.155
18 12 9.8780	-5756029.090	-136762.372	-2727465.155	-441946.154	5740667.072	-2727465.155
18 22 11.5208	-5756029.090	-136762.372	-2727465.155	-692612.742	5715843.107	-2727465.155
18 32 13.1635	-5756029.090	-136762.372	-2727465.155	-941953.673	5680079.058	-2727465.155
18 42 14.8063	-5756029.090	-136762.372	-2727465.155	-1189491.712	5633443.378	-2727465.155
18 52 16.4490	-5756029.090	-136762.372	-2727465.155	-1434753.072	5576025.328	-2727465.155
19 02 18.0918	-5756029.090	-136762.372	-2727465.155	-1677268.325	5507934.803	-2727465.155
19 12 19.7345	-5756029.090	-136762.372	-2727465.155	-1916573.297	5429302.131	-2727465.155
19 22 21.3772	-5756029.090	-136762.372	-2727465.155	-2152209.962	5340277.812	-2727465.155
19 32 23.0200	-5756029.090	-136762.372	-2727465.155	-2383727.313	5241032.239	-2727465.155
19 42 24.6627	-5756029.090	-136762.372	-2727465.155	-2610682.226	5131755.367	-2727465.155
19 52 26.3055	-5756029.090	-136762.372	-2727465.155	-2832640.311	5012656.351	-2727465.155
20 02 27.9482	-5756029.090	-136762.372	-2727465.155	-3049176.743	4883963.147	-2727465.155
20 12 29.5910	-5756029.090	-136762.372	-2727465.155	-3259877.072	4745922.071	-2727465.155
20 22 31.2337	-5756029.090	-136762.372	-2727465.155	-3464338.020	4598797.334	-2727465.155
20 32 32.8765	-5756029.090	-136762.372	-2727465.155	-3662168.248	4442870.531	-2727465.155
20 42 34.5192	-5756029.090	-136762.372	-2727465.155	-3852989.113	4278440.105	-2727465.155
20 52 36.1620	-5756029.090	-136762.372	-2727465.155	-4036435.383	4105820.774	-2727465.155
21 02 37.8047	-5756029.090	-136762.372	-2727465.155	-4212155.944	3925342.932	-2727465.155
21 12 39.4474	-5756029.090	-136762.372	-2727465.155	-4379814.469	3737352.011	-2727465.155
21 22 41.0902	-5756029.090	-136762.372	-2727465.155	-4539090.059	3542207.824	-2727465.155
21 32 42.7329	-5756029.090	-136762.372	-2727465.155	-4689677.863	3340283.877	-2727465.155
21 42 44.3757	-5756029.090	-136762.372	-2727465.155	-4831289.656	3131966.649	-2727465.155
21 52 46.0184	-5756029.090	-136762.372	-2727465.155	-4963654.395	2917654.859	-2727465.155
22 02 47.6612	-5756029.090	-136762.372	-2727465.155	-5086518.734	2697758.699	-2727465.155
22 12 49.3039	-5756029.090	-136762.372	-2727465.155	-5199647.512	2472699.047	-2727465.155
22 22 50.9467	-5756029.090	-136762.372	-2727465.155	-5302824.202	2242906.667	-2727465.155
22 32 52.5894	-5756029.090	-136762.372	-2727465.155	-5395851.323	2008821.379	-2727465.155
22 42 54.2322	-5756029.090	-136762.372	-2727465.155	-5478550.822	1770891.221	-2727465.155
22 52 55.8749	-5756029.090	-136762.372	-2727465.155	-5550764.414	1529571.590	-2727465.155
23 02 57.5176	-5756029.090	-136762.372	-2727465.155	-5612353.882	1285324.370	-2727465.155
23 12 59.1604	-5756029.090	-136762.372	-2727465.155	-5663201.344	1038617.047	-2727465.155
23 23 0.8031	-5756029.090	-136762.372	-2727465.155	-5703209.478	789921.819	-2727465.155
23 33 2.4459	-5756029.090	-136762.372	-2727465.155	-5732301.710	539714.686	-2727465.155
23 43 4.0886	-5756029.090	-136762.372	-2727465.155	-5750422.356	288474.543	-2727465.155
23 53 5.7314	-5756029.090	-136762.372	-2727465.155	-5757536.734	36682.262	-2727465.155
00 03 7.3741	-5756029.090	-136762.372	-2727465.155	-5753631.227	-215180.229	-2727465.155
00 13 9.0169	-5756029.090	-136762.372	-2727465.155	-5738713.311	-466630.866	-2727465.155
00 23 10.6596	-5756029.090	-136762.372	-2727465.155	-5712811.538	-717188.375	-2727465.155
00 33 12.3024	-5756029.090	-136762.372	-2727465.155	-5675975.483	-966373.191	-2727465.155
00 43 13.9451	-5756029.090	-136762.372	-2727465.155	-5628275.652	-1213708.375	-2727465.155
00 53 15.5879	-5756029.090	-136762.372	-2727465.155	-5569803.340	-1458720.530	-2727465.155
01 03 17.2306	-5756029.090	-136762.372	-2727465.155	-5500670.464	-1700940.704	-2727465.155
01 13 18.8733	-5756029.090	-136762.372	-2727465.155	-5421009.343	-1939905.290	-2727465.155
01 23 20.5161	-5756029.090	-136762.372	-2727465.155	-5330972.449	-2175156.910	-2727465.155
01 33 22.1588	-5756029.090	-136762.372	-2727465.155	-5230732.110	-2406245.295	-2727465.155
01 43 23.8016	-5756029.090	-136762.372	-2727465.155	-5120480.188	-2632728.144	-2727465.155
01 53 25.4443	-5756029.090	-136762.372	-2727465.155	-5000427.702	-2854171.970	-2727465.155
02 03 27.0871	-5756029.090	-136762.372	-2727465.155	-4870804.432	-3070152.930	-2727465.155
02 13 28.7298	-5756029.090	-136762.372	-2727465.155	-4731858.477	-3280257.639	-2727465.155
02 23 30.3726	-5756029.090	-136762.372	-2727465.155	-4583855.779	-3484083.959	-2727465.155
02 33 32.0153	-5756029.090	-136762.372	-2727465.155	-4427079.612	-3681241.766	-2727465.155
02 43 33.6581	-5756029.090	-136762.372	-2727465.155	-4261830.046	-3871353.702	-2727465.155
02 53 35.3008	-5756029.090	-136762.372	-2727465.155	-4088423.368	-4054055.894	-2727465.155
03 03 36.9435	-5756029.090	-136762.372	-2727465.155	-3907191.476	-4228998.652	-2727465.155
03 13 38.5863	-5756029.090	-136762.372	-2727465.155	-3718481.247	-4395847.137	-2727465.155
03 23 40.2290	-5756029.090	-136762.372	-2727465.155	-3522653.871	-4554282.000	-2727465.155
03 33 41.8718	-5756029.090	-136762.372	-2727465.155	-3320084.160	-4704000.000	-2727465.155
03 43 43.5145	-5756029.090	-136762.372	-2727465.155	-3111159.831	-4844714.577	-2727465.155
03 53 45.1573	-5756029.090	-136762.372	-2727465.155	-2896280.765	-4976156.405	-2727465.155
04 03 46.8000	-5756029.090	-136762.372	-2727465.155	-2675858.237	-5098073.904	-2727465.155
04 13 48.4428	-5756029.090	-136762.372	-2727465.155	-2450314.135	-5210233.725	-2727465.155
04 23 50.0855	-5756029.090	-136762.372	-2727465.155	-2220080.150	-5312421.196	-2727465.155
04 33 51.7283	-5756029.090	-136762.372	-2727465.155	-1985596.946	-5404440.729	-2727465.155
04 43 53.3710	-5756029.090	-136762.372	-2727465.155	-1747313.324	-5486116.202	-2727465.155
04 53 55.0137	-5756029.090	-136762.372	-2727465.155	-1505685.357	-5557291.286	-2727465.155
05 03 56.6565	-5756029.090	-136762.372	-2727465.155	-1261175.518	-5617829.754	-2727465.155
05 13 58.2992	-5756029.090	-136762.372	-2727465.155	-1014251.799	-5667615.735	-2727465.155
05 23 59.9420	-5756029.090	-136762.372	-2727465.155	-765386.808	-5706553.940	-2727465.155
05 34 1.5847	-5756029.090	-136762.372	-2727465.155	-515056.873	-5734569.840	-2727465.155
05 44 3.2275	-5756029.090	-136762.372	-2727465.155	-263741.122	-5751609.814	-2727465.155
05 54 4.8702	-5756029.090	-136762.372	-2727465.155	-11920.573	-5757641.247	-2727465.155
06 04 6.5130	-5756029.090	-136762.372	-2727465.155	239922.793	-5752652.596	-2727465.155
06 14 8.1557	-5756029.090	-136762.372	-2727465.155	491306.947	-5736653.407	-2727465.155
06 24 9.7985	-5756029.090	-136762.372	-2727465.155	741750.744	-5709674.305	-2727465.155
06 34 11.4412	-5756029.090	-136762.372	-2727465.155	990774.835	-5671766.926	-2727465.155
06 44 13.0839	-5756029.090	-136762.372	-2727465.155	1237902.590	-5623003.824	-2727465.155
06 54 14.7267	-5756029.090	-136762.372	-2727465.155	1482661.008	-5563478.334	-2727465.155
07 04 16.3694	-5756029.090	-136762.372	-2727465.155	1724581.623	-5493304.384	-2727465.155
07 14 18.0122	-5756029.090	-136762.372	-2727465.155	1963201.401	-5412616.289	-2727465.155
07 24 19.6549	-5756029.090	-136762.372	-2727465.155	2198063.626	-5321568.484	-2727465.155
07 34 21.2977	-5756029.090	-136762.372	-2727465.155	2428718.772	-5220335.234	-2727465.155
07 44 22.9404	-5756029.090	-136762.372	-2727465.155	2654725.367	-5109110.300	-2727465.155
07 54 24.5832	-5756029.090	-136762.372	-2727465.155	2875650.837	-4988106.564	-2727465.155
08 04 26.2259	-5756029.090	-136762.372	-2727465.155	3091072.331	-4857555.627	-2727465.155
08 14 27.8687	-5756029.090	-136762.372	-2727465.155	3300577.535	-4717707.363	-2727465.155
08 24 29.5114	-5756029.090	-136762.372	-2727465.155	3503765.456	-4568829.441	-2727465.155
08 34 31.1541	-5756029.090	-136762.372	-2727465.155	3700247.195	-4411206.811	-2727465.155
08 44 32.7969	-5756029.090	-136762.372	-2727465.155	3889646.687	-4245141.162	-2727465.155
08 54 34.4396	-5756029.090	-136762.372	-2727465.155	4071601.422	-4070950.342	-2727465.155
09 04 36.0824	-5756029.090	-136762.372	-2727465.155	4245763.141	-3888967.752	-2727465.155
09 14 37.7251	-5756029.090	-136762.372	-2727465.155	4411798.499	-3699541.706	-2727465.155
09 24 39.3679	-5756029.090	-136762.372	-2727465.155	4569389.706	-3503034.762	-2727465.155
09 34 41.0106	-5756029.090	-136762.372	-2727465.155	4718235.133	-3299823.035	-2727465.155
09 44 42.6534	-5756029.090	-136762.372	-2727465.155	4858049.891	-3090295.469	-2727465.155
