Obs_01	24732063.311310	-5891340.788031	-16513311.247627	-20022298.140381
Obs_02	24557274.867338	-5389677.336191	-17075489.100134	-19675294.347897
Obs_03	24379310.378054	-4904862.044708	-17634889.043755	-19290808.810309
Obs_04	24198574.661944	-4437424.031681	-18189922.063971	-18869528.999063
Obs_05	24015488.447393	-3987791.327106	-18738984.476685	-18412218.219125
Obs_06	23830495.215833	-3556302.209102	-19280460.298785	-17919704.867908
Obs_07	23644058.044490	-3143198.427850	-19812732.773838	-17392895.058783
Obs_08	23456657.385863	-2748632.238842	-20334177.845341	-16832752.788421
Obs_09	23268792.419000	-2372652.768099	-20843194.601121	-16240310.441948
Obs_10	23080977.135341	-2015216.318901	-21338186.385851	-15616674.117225
Obs_11	22893742.365755	-1676190.253196	-21817581.291189	-14963004.294640
Obs_12	22707635.137106	-1355340.655340	-22279837.940994	-14280522.976975
Obs_13	22523209.450407	-1052345.410913	-22723445.488039	-13570510.055021
Obs_14	22341034.555266	-766798.601558	-23146943.490362	-12834307.173945
Obs_15	22161686.610781	-498194.267650	-23548910.195361	-12073306.060083
Obs_16	21985747.400959	-245955.091809	-23927979.176117	-11288952.043435
Obs_17	21813803.709899	-9417.270498	-24282852.126314	-10482736.053999
Obs_18	21646442.978187	212163.120135	-24612285.018340	-9656199.371298
Obs_19	21484250.029978	419597.440244	-24915110.065667	-8810925.347558
Obs_20	21327805.660666	613772.961387	-25190236.423361	-7948533.178173
Obs_21	21177681.722246	795638.226436	-25436651.426019	-7070684.721458
Obs_22	21034438.168958	966199.836603	-25653425.241457	-6179073.517180
Obs_23	20898620.297871	1126522.701722	-25839729.617810	-5275423.810281
Obs_24	20770751.878541	1277712.580832	-25994817.136553	-4361486.667558
Obs_25	20651333.928926	1420934.200805	-26118040.884782	-3439040.438975
Obs_26	20540840.951820	1557375.300991	-26208851.765268	-2509870.949099
Obs_27	20439714.803040	1688259.750428	-26266806.834317	-1575795.827740
Obs_28	20348362.653905	1814841.887384	-26291565.979658	-638641.962133
Obs_29	20315744.749805	1938384.917109	-26282916.100453	-298219.116051
Obs_30	20240958.001430	2061896.366256	-26262635.967996	609451.660908
Obs_31	20176168.458241	2185318.471292	-26210852.621607	1515543.765781
Obs_32	20122439.944446	2310104.317476	-26128995.631587	2403066.906237
Obs_33	20078162.107402	2437380.538904	-26014923.393628	3300869.596957
Obs_34	20043972.815517	2568298.294784	-25867304.633762	4207054.604143
Obs_35	20020804.494692	2704264.059638	-25687868.264031	5104589.343024
Obs_36	20008715.501116	2846549.971498	-25477052.075429	5991714.135881
Obs_37	20007712.571868	2995925.769980	-25231422.840851	6881476.318900
Obs_38	20018252.378340	3153325.938351	-24950102.420755	7771706.340997
Obs_39	20040736.249029	3319582.023504	-24632351.744441	8660156.462118
Obs_40	20075502.140853	3495416.524527	-24277560.302914	9544499.023006
Obs_41	20122824.555463	3681417.321181	-23885286.061388	10422341.200189
Obs_42	20182901.709770	3878010.282883	-23455241.645607	11291231.536753
Obs_43	20256864.456430	4084201.343575	-22980364.585509	12162257.118829
Obs_44	20345230.514779	4299487.188212	-22459334.350332	13032079.676081
Obs_45	20447069.565941	4524621.870941	-21899033.876522	13884205.819895
Obs_46	20480373.003809	4864576.667535	-21772515.764821	13971321.337571
Obs_47	20604531.074466	5116119.989842	-21135700.939796	14836759.882400
Obs_48	20745904.110853	5370134.925676	-20440868.755540	15700204.606446
Obs_49	20904764.446794	5623007.678875	-19687200.801557	16556733.653230
Obs_50	20969693.319944	6047131.780339	-19443038.611356	16700878.309077
Obs_51	21157460.062350	6304276.570867	-18585856.802537	17565687.425676
Obs_52	21245521.358823	6761780.257523	-18251758.469706	17751570.563918
Obs_53	21464896.609827	7001520.603445	-17279203.754962	18618052.728667
Obs_54	21579411.591560	7473898.024285	-16841463.927852	18841693.753227
Obs_55	21710547.347766	7950214.041362	-16335940.362267	19098040.878703
Obs_56	21856218.202700	8428845.463895	-15772812.756950	19372618.580006
Obs_57	22020082.786594	8891413.496481	-15133402.193576	19682216.808984
Obs_58	22201295.405693	9327024.189213	-14420541.752891	20022038.539836
Obs_59	22398499.286445	9723587.321498	-13638877.162943	20387242.709981
Obs_60	22611675.768225	10060746.525548	-12785623.010831	20782525.344385
Obs_61	22730015.605725	10802761.403080	-12421385.695372	20640444.971600
Obs_62	22871827.923417	11510022.997499	-11957184.148521	20542501.755687
Obs_63	23123811.404879	11648255.934916	-10916057.342649	21048833.016821
Obs_64	23294181.481650	12219617.709695	-10313380.997338	21039761.152745
Obs_65	23475775.276029	12725247.224963	-9655512.104014	21063483.844325
Obs_66	23598921.060576	13746079.154131	-9358568.222942	20561641.658960
Obs_67	23801122.964853	14092151.466759	-8590128.704399	20674596.639379
Obs_68	24003278.841200	14333110.394677	-7804115.839574	20832329.981418
Obs_69	24159664.695722	15124979.521552	-7336465.894865	20451397.043091
Obs_70	24324356.050916	15846879.416306	-6827281.784135	20090844.841524
Obs_71	24493355.711801	16494188.543078	-6290380.005578	19755689.875632
